#node	identifier	node_degree
ROR2	9606.ENSP00000364860	2
RORA	9606.ENSP00000261523	2
RORC	9606.ENSP00000327025	2
RPL28	9606.ENSP00000452763	5
RPS5	9606.ENSP00000472985	6
RPS6KA6	9606.ENSP00000262752	0
RRAGB	9606.ENSP00000262850	5
RRAGC	9606.ENSP00000362092	6
RRAS2	9606.ENSP00000256196	0
RRP8	9606.ENSP00000254605	3
RTCA	9606.ENSP00000260563	0
RTL9	9606.ENSP00000419786	0
RTN4	9606.ENSP00000337838	2
RUFY3	9606.ENSP00000370394	0
RUNX3	9606.ENSP00000382800	6
S100A13	9606.ENSP00000392767	0
S100A3	9606.ENSP00000357702	0
S100A7	9606.ENSP00000357711	0
S1PR1	9606.ENSP00000305416	1
S1PR5	9606.ENSP00000328472	1
SAG	9606.ENSP00000386444	0
SAGE1	9606.ENSP00000323191	0
SAMD3	9606.ENSP00000402092	0
SAMD4A	9606.ENSP00000452535	0
SAMD5	9606.ENSP00000356444	0
SAMHD1	9606.ENSP00000493536	0
SAMM50	9606.ENSP00000345445	0
SARAF	9606.ENSP00000256255	0
SASH3	9606.ENSP00000349359	0
SBSPON	9606.ENSP00000297354	0
SCD5	9606.ENSP00000316329	0
SCEL	9606.ENSP00000302579	0
SCLY	9606.ENSP00000499199	1
SCN1B	9606.ENSP00000396915	4
SCN2A	9606.ENSP00000490107	5
SCTR	9606.ENSP00000019103	1
SCUBE2	9606.ENSP00000310658	0
SCUBE3	9606.ENSP00000274938	0
SDC3	9606.ENSP00000344468	1
SEC24D	9606.ENSP00000280551	12
SEC31B	9606.ENSP00000359370	1
SEC61A2	9606.ENSP00000298428	0
SELENOF	9606.ENSP00000328729	0
SEMA3A	9606.ENSP00000265362	2
SEMA4F	9606.ENSP00000350547	0
SEMA5A	9606.ENSP00000371936	1
SEPTIN3	9606.ENSP00000494051	3
SEPTIN4	9606.ENSP00000354874	3
SEPTIN6	9606.ENSP00000341524	4
SEPTIN9	9606.ENSP00000391249	5
SERPINA3	9606.ENSP00000450540	0
SERPINA7	9606.ENSP00000329374	0
SERPINB7	9606.ENSP00000381101	0
SERPINC1	9606.ENSP00000356671	0
SERPINI2	9606.ENSP00000481699	0
SERTAD4	9606.ENSP00000355979	1
SESTD1	9606.ENSP00000415332	0
SFMBT2	9606.ENSP00000380353	0
SFRP4	9606.ENSP00000410715	0
SFT2D1	9606.ENSP00000354590	0
SGCD	9606.ENSP00000338343	3
SGK2	9606.ENSP00000340608	0
SH2B3	9606.ENSP00000345492	0
SH2D1A	9606.ENSP00000360181	4
SH2D2A	9606.ENSP00000376123	3
SH2D3C	9606.ENSP00000317817	0
SH3BP1	9606.ENSP00000497104	2
SH3BP5	9606.ENSP00000373301	0
SH3D19	9606.ENSP00000302913	1
SH3KBP1	9606.ENSP00000380921	15
SH3PXD2A	9606.ENSP00000348215	2
SH3PXD2B	9606.ENSP00000309714	0
SH3RF3	9606.ENSP00000309186	0
SH3TC1	9606.ENSP00000245105	0
SH3TC2	9606.ENSP00000423660	0
SHISA3	9606.ENSP00000326445	0
SHOX	9606.ENSP00000370990	1
SHOX2	9606.ENSP00000374240	0
SHROOM2	9606.ENSP00000370299	0
SHROOM4	9606.ENSP00000365188	0
SIAH1	9606.ENSP00000349156	7
SIDT1	9606.ENSP00000377416	0
SIRPG	9606.ENSP00000305529	3
SLAMF7	9606.ENSP00000357022	1
SLC12A1	9606.ENSP00000495332	0
SLC15A3	9606.ENSP00000227880	0
SLC1A1	9606.ENSP00000262352	0
SLC22A18	9606.ENSP00000369948	0
SLC23A1	9606.ENSP00000302851	0
SLC23A3	9606.ENSP00000406546	0
SLC25A18	9606.ENSP00000329033	0
SLC25A36	9606.ENSP00000320688	0
SLC26A11	9606.ENSP00000355384	0
SLC26A6	9606.ENSP00000378920	0
SLC26A7	9606.ENSP00000309504	0
SLC28A1	9606.ENSP00000378074	0
SLC2A2	9606.ENSP00000323568	1
SLC2A6	9606.ENSP00000360966	0
SLC30A10	9606.ENSP00000355893	0
SLC30A4	9606.ENSP00000261867	0
SLC30A6	9606.ENSP00000368648	0
SLC35F1	9606.ENSP00000353557	0
SLC35F3	9606.ENSP00000355577	0
SLC37A3	9606.ENSP00000321498	0
SLC44A3	9606.ENSP00000271227	0
SLC45A2	9606.ENSP00000296589	0
SLC5A11	9606.ENSP00000289932	0
SLC5A12	9606.ENSP00000379326	0
SLC5A3	9606.ENSP00000370543	0
SLC66A3	9606.ENSP00000295083	0
SLC6A14	9606.ENSP00000470801	0
SLC6A16	9606.ENSP00000338627	0
SLC6A3	9606.ENSP00000270349	1
SLC7A2	9606.ENSP00000004531	0
SLC7A7	9606.ENSP00000380666	1
SLC7A9	9606.ENSP00000023064	1
SLC9A2	9606.ENSP00000233969	0
SLC9A3R1	9606.ENSP00000262613	4
SLCO1C1	9606.ENSP00000444149	0
SLIT2	9606.ENSP00000422591	7
SLITRK1	9606.ENSP00000366288	1
SMAD1	9606.ENSP00000305769	6
SMAD3	9606.ENSP00000332973	15
SMAD9	9606.ENSP00000369154	3
SMAP1	9606.ENSP00000359484	0
SMC5	9606.ENSP00000354957	1
SMIM3	9606.ENSP00000436897	1
SMOC2	9606.ENSP00000346537	0
SMURF1	9606.ENSP00000354621	7
SNAI2	9606.ENSP00000020945	1
SND1	9606.ENSP00000346762	2
SNN	9606.ENSP00000329287	0
SNPH	9606.ENSP00000371291	0
SNRPE	9606.ENSP00000400591	9
SNTG1	9606.ENSP00000493900	3
SNX2	9606.ENSP00000368831	3
SNX29	9606.ENSP00000456480	0
SNX30	9606.ENSP00000363349	0
SOAT2	9606.ENSP00000301466	0
SOCS2	9606.ENSP00000481249	7
SOD3	9606.ENSP00000371554	0
SORT1	9606.ENSP00000256637	3
SOX8	9606.ENSP00000293894	0
SP100	9606.ENSP00000343023	2
SP140	9606.ENSP00000375899	0
SPACA9	9606.ENSP00000361209	4
SPAG11B	9606.ENSP00000381480	0
SPAG16	9606.ENSP00000332592	0
SPAG6	9606.ENSP00000365811	0
SPAM1	9606.ENSP00000345849	0
SPATA7	9606.ENSP00000377176	0
SPDYA	9606.ENSP00000335628	0
SPEG	9606.ENSP00000311684	0
SPEM2	9606.ENSP00000328061	0
SPG11	9606.ENSP00000261866	0
SPHKAP	9606.ENSP00000375909	0
SPINK13	9606.ENSP00000421048	0
SPINT1	9606.ENSP00000342098	0
SPO11	9606.ENSP00000360310	0
SPOCK2	9606.ENSP00000321108	0
SPSB1	9606.ENSP00000330221	1
SPTBN1	9606.ENSP00000349259	10
SRRM2	9606.ENSP00000301740	5
SSH2	9606.ENSP00000444743	0
SSX3	9606.ENSP00000298396	1
SSX5	9606.ENSP00000312415	0
ST18	9606.ENSP00000276480	0
ST3GAL5	9606.ENSP00000491316	0
ST6GALNAC5	9606.ENSP00000417583	0
ST8SIA5	9606.ENSP00000445492	0
STAB1	9606.ENSP00000312946	0
STAG3	9606.ENSP00000477973	2
STAP1	9606.ENSP00000265404	1
STARD3	9606.ENSP00000337446	0
STIM2	9606.ENSP00000417569	3
STK24	9606.ENSP00000365730	3
STK32A	9606.ENSP00000381535	0
STN1	9606.ENSP00000224950	3
STOX1	9606.ENSP00000298596	0
STS	9606.ENSP00000217961	0
STT3B	9606.ENSP00000295770	2
STUM	9606.ENSP00000355752	0
SULF2	9606.ENSP00000353007	0
SUPT3H	9606.ENSP00000360515	4
SUSD5	9606.ENSP00000308727	0
SV2B	9606.ENSP00000377779	1
SV2C	9606.ENSP00000423541	1
SYK	9606.ENSP00000364898	29
SYN2	9606.ENSP00000480050	3
SYNC	9606.ENSP00000386439	2
SYNDIG1L	9606.ENSP00000331474	0
SYNE2	9606.ENSP00000350719	1
SYNGR4	9606.ENSP00000344041	0
SYNJ1	9606.ENSP00000409667	4
SYNM	9606.ENSP00000336775	1
SYNPO	9606.ENSP00000377789	1
SYNPO2	9606.ENSP00000306015	0
SYT11	9606.ENSP00000357307	1
SYT9	9606.ENSP00000324419	2
SYTL1	9606.ENSP00000440704	0
SYTL3	9606.ENSP00000483936	0
TAC1	9606.ENSP00000321106	0
TACC2	9606.ENSP00000358001	0
TADA2A	9606.ENSP00000481091	2
TAF1B	9606.ENSP00000263663	0
TAT	9606.ENSP00000348234	0
TBC1D16	9606.ENSP00000309794	0
TBC1D28	9606.ENSP00000339973	0
TBC1D2B	9606.ENSP00000300584	0
TBC1D9	9606.ENSP00000411197	0
TBKBP1	9606.ENSP00000354777	2
TBR1	9606.ENSP00000374205	0
TBX15	9606.ENSP00000358437	0
TBX21	9606.ENSP00000177694	1
TBX3	9606.ENSP00000257566	0
TBX5	9606.ENSP00000309913	0
TCEA3	9606.ENSP00000406293	0
TCERG1	9606.ENSP00000296702	3
TCF4	9606.ENSP00000381382	11
TCF7	9606.ENSP00000340347	9
TCF7L2	9606.ENSP00000486891	9
TCIRG1	9606.ENSP00000265686	5
TCL1A	9606.ENSP00000451506	2
TCL1B	9606.ENSP00000343223	2
TCP10	9606.ENSP00000484621	1
TCP11	9606.ENSP00000501201	0
TCTA	9606.ENSP00000273590	0
TDGF1	9606.ENSP00000296145	3
TDRD6	9606.ENSP00000346065	0
TEKT3	9606.ENSP00000379263	5
TEKT5	9606.ENSP00000283025	0
TENM4	9606.ENSP00000278550	1
TEP1	9606.ENSP00000262715	3
TEX15	9606.ENSP00000493555	0
TEX28	9606.ENSP00000478834	0
TF	9606.ENSP00000385834	6
TFCP2L1	9606.ENSP00000263707	0
TFEB	9606.ENSP00000351742	1
TFF1	9606.ENSP00000291527	2
TGFA	9606.ENSP00000404131	8
TGFBR2	9606.ENSP00000351905	7
TGFBR3	9606.ENSP00000212355	2
TGM1	9606.ENSP00000206765	0
THAP6	9606.ENSP00000309007	0
THAP9	9606.ENSP00000305533	0
THEMIS2	9606.ENSP00000363031	0
THSD4	9606.ENSP00000347484	0
THSD7A	9606.ENSP00000406482	0
THUMPD2	9606.ENSP00000423933	0
TIAM1	9606.ENSP00000286827	2
TIGD7	9606.ENSP00000380071	1
TIMP2	9606.ENSP00000262768	3
TLE4	9606.ENSP00000365720	7
TLL1	9606.ENSP00000061240	2
TLL2	9606.ENSP00000350630	0
TLR10	9606.ENSP00000308925	0
TM4SF1	9606.ENSP00000304277	0
TMCO5A	9606.ENSP00000327234	0
TMED6	9606.ENSP00000288025	0
TMEFF1	9606.ENSP00000364013	1
TMEM100	9606.ENSP00000465638	0
TMEM132A	9606.ENSP00000005286	0
TMEM132B	9606.ENSP00000299308	0
TMEM154	9606.ENSP00000302144	0
TMEM178A	9606.ENSP00000281961	0
TMEM183A	9606.ENSP00000356211	0
TMEM236	9606.ENSP00000366715	0
TMEM267	9606.ENSP00000426067	0
TMEM30B	9606.ENSP00000450842	1
TMEM47	9606.ENSP00000275954	0
TMEM51	9606.ENSP00000365176	0
TMEM74B	9606.ENSP00000371318	0
TMOD2	9606.ENSP00000249700	4
TMPRSS2	9606.ENSP00000381588	1
TMSB10	9606.ENSP00000233143	0
TNFAIP2	9606.ENSP00000452634	0
TNFRSF10D	9606.ENSP00000310263	0
TNFRSF11A	9606.ENSP00000465500	2
TNFRSF11B	9606.ENSP00000297350	1
TNFRSF14	9606.ENSP00000347948	1
TNFRSF1B	9606.ENSP00000365435	2
TNKS2	9606.ENSP00000360689	2
TNNT1	9606.ENSP00000467176	4
TNNT2	9606.ENSP00000499593	4
TNRC6B	9606.ENSP00000401946	4
TOPAZ1	9606.ENSP00000310303	0
TOX	9606.ENSP00000354842	0
TP53AIP1	9606.ENSP00000432743	0
TPH1	9606.ENSP00000250018	0
TPM2	9606.ENSP00000496494	9
TPPP	9606.ENSP00000353785	0
TPPP3	9606.ENSP00000462435	0
TPTE	9606.ENSP00000484403	0
TRA2A	9606.ENSP00000297071	3
TRAF3IP2	9606.ENSP00000345984	0
TRAF3IP3	9606.ENSP00000355991	4
TRAPPC10	9606.ENSP00000291574	2
TRAPPC13	9606.ENSP00000409231	3
TRAPPC6A	9606.ENSP00000006275	2
TRDN	9606.ENSP00000333984	3
TREH	9606.ENSP00000264029	0
TRIM22	9606.ENSP00000369299	0
TRIM36	9606.ENSP00000282369	1
TRIM38	9606.ENSP00000349596	0
TRIM49	9606.ENSP00000327604	0
TRIML2	9606.ENSP00000422581	0
TRIP12	9606.ENSP00000373696	3
TRPC5	9606.ENSP00000262839	0
TRPM1	9606.ENSP00000437849	0
TRPV1	9606.ENSP00000459962	0
TRRAP	9606.ENSP00000352925	14
TSGA10	9606.ENSP00000377123	0
TSHB	9606.ENSP00000256592	2
TSNAXIP1	9606.ENSP00000457241	0
TSPAN15	9606.ENSP00000362387	1
TSPAN2	9606.ENSP00000358529	0
TSPAN7	9606.ENSP00000367743	0
TSPOAP1	9606.ENSP00000345824	3
TSPY1	9606.ENSP00000403304	0
TSSK4	9606.ENSP00000339179	0
TTC21A	9606.ENSP00000398211	3
TTC23L	9606.ENSP00000422188	0
TTC29	9606.ENSP00000423505	0
TTC3	9606.ENSP00000381981	0
TTC7A	9606.ENSP00000378320	0
TTN	9606.ENSP00000467141	1
TTYH1	9606.ENSP00000365714	0
TTYH2	9606.ENSP00000269346	0
TUSC3	9606.ENSP00000424544	1
TXLNB	9606.ENSP00000351206	0
TXNIP	9606.ENSP00000462521	2
TXNL1	9606.ENSP00000217515	2
TYROBP	9606.ENSP00000262629	9
TYSND1	9606.ENSP00000287078	1
U2SURP	9606.ENSP00000418563	2
UACA	9606.ENSP00000314556	1
UBASH3B	9606.ENSP00000284273	2
UBD	9606.ENSP00000366249	5
UBE2E1	9606.ENSP00000303709	4
UBE2E2	9606.ENSP00000379931	3
UBE2W	9606.ENSP00000498255	0
UBE3B	9606.ENSP00000340596	0
UBFD1	9606.ENSP00000379217	0
UBL4B	9606.ENSP00000334044	0
UBQLN2	9606.ENSP00000345195	2
UBQLN4	9606.ENSP00000357292	2
UBQLNL	9606.ENSP00000369531	0
UBR4	9606.ENSP00000364403	1
UCMA	9606.ENSP00000367952	0
UCP1	9606.ENSP00000262999	0
UGT2A3	9606.ENSP00000251566	0
UGT2B17	9606.ENSP00000320401	0
UGT2B4	9606.ENSP00000305221	0
UHRF1BP1	9606.ENSP00000192788	0
UNC119	9606.ENSP00000337040	4
UNC5B	9606.ENSP00000334329	0
UNC5C	9606.ENSP00000406022	1
UNC79	9606.ENSP00000256339	1
UNK	9606.ENSP00000464893	3
URI1	9606.ENSP00000376097	1
URM1	9606.ENSP00000501135	1
USF3	9606.ENSP00000320794	0
USP13	9606.ENSP00000263966	1
USP3	9606.ENSP00000369681	3
USP34	9606.ENSP00000381577	3
USP35	9606.ENSP00000431876	0
USP7	9606.ENSP00000343535	12
USP9X	9606.ENSP00000316357	9
UST	9606.ENSP00000356433	0
VAV3	9606.ENSP00000359073	11
VCAN	9606.ENSP00000265077	2
VCX	9606.ENSP00000370447	0
VIL1	9606.ENSP00000248444	0
VNN2	9606.ENSP00000322276	0
VPREB1	9606.ENSP00000385361	0
VPS13C	9606.ENSP00000493560	0
VPS13D	9606.ENSP00000478104	0
VPS37A	9606.ENSP00000318629	2
VTN	9606.ENSP00000226218	6
VWA1	9606.ENSP00000417185	0
WASF1	9606.ENSP00000376367	4
WDR33	9606.ENSP00000325377	3
WDR35	9606.ENSP00000314444	3
WDR37	9606.ENSP00000263150	2
WDR48	9606.ENSP00000307491	1
WDR5B	9606.ENSP00000330381	1
WDR93	9606.ENSP00000268130	1
WHRN	9606.ENSP00000354623	6
WNK2	9606.ENSP00000297954	0
WNT2	9606.ENSP00000265441	3
WNT4	9606.ENSP00000290167	1
WSB2	9606.ENSP00000409131	1
WT1	9606.ENSP00000368370	0
XAF1	9606.ENSP00000354822	0
XBP1	9606.ENSP00000216037	3
XKR4	9606.ENSP00000328326	0
XPO1	9606.ENSP00000384863	2
XPR1	9606.ENSP00000356562	0
YLPM1	9606.ENSP00000324463	0
YPEL2	9606.ENSP00000312272	0
YWHAH	9606.ENSP00000248975	6
ZADH2	9606.ENSP00000323678	0
ZAP70	9606.ENSP00000264972	18
ZBBX	9606.ENSP00000390232	0
ZBTB1	9606.ENSP00000451000	0
ZBTB20	9606.ENSP00000419153	0
ZBTB33	9606.ENSP00000450969	0
ZBTB44	9606.ENSP00000350574	0
ZBTB7C	9606.ENSP00000468782	0
ZC2HC1A	9606.ENSP00000263849	1
ZCCHC7	9606.ENSP00000443113	0
ZDHHC21	9606.ENSP00000370303	0
ZDHHC22	9606.ENSP00000318222	0
ZDHHC23	9606.ENSP00000498556	0
ZFAND3	9606.ENSP00000287218	0
ZFP14	9606.ENSP00000270001	0
ZFP28	9606.ENSP00000301318	0
ZFP3	9606.ENSP00000320347	0
ZFYVE9	9606.ENSP00000287727	2
ZG16	9606.ENSP00000383563	0
ZHX2	9606.ENSP00000314709	0
ZIC3	9606.ENSP00000287538	0
ZNF106	9606.ENSP00000263805	0
ZNF117	9606.ENSP00000282869	0
ZNF131	9606.ENSP00000426504	0
ZNF134	9606.ENSP00000379464	0
ZNF135	9606.ENSP00000441410	0
ZNF175	9606.ENSP00000262259	0
ZNF177	9606.ENSP00000415070	0
ZNF251	9606.ENSP00000292562	0
ZNF257	9606.ENSP00000470209	0
ZNF322	9606.ENSP00000482607	0
ZNF354C	9606.ENSP00000324064	0
ZNF423	9606.ENSP00000455426	1
ZNF451	9606.ENSP00000359740	0
ZNF460	9606.ENSP00000353491	0
ZNF462	9606.ENSP00000277225	1
ZNF467	9606.ENSP00000304769	0
ZNF471	9606.ENSP00000309161	0
ZNF500	9606.ENSP00000219478	0
ZNF536	9606.ENSP00000347730	0
ZNF546	9606.ENSP00000339823	0
ZNF606	9606.ENSP00000343617	0
ZNF608	9606.ENSP00000307746	0
ZNF616	9606.ENSP00000471000	0
ZNF644	9606.ENSP00000359469	1
ZNF664	9606.ENSP00000441405	0
ZNF704	9606.ENSP00000331462	1
ZNF821	9606.ENSP00000398089	0
ZNF829	9606.ENSP00000428679	0
ZNF84	9606.ENSP00000331465	0
ZNF853	9606.ENSP00000455585	0
ZP4	9606.ENSP00000482304	2
ZSCAN29	9606.ENSP00000380174	0
ZSWIM6	9606.ENSP00000252744	3
